,course,ccm_web_site,social_media,community_event,family_member_or_friend,current_ccm_student,ccm_alumni,high_school_teacher,high_school_counselor,in-app_advertisement,employer,billboard,television,radio,other,program,interest,gender,race,age
56,CMP 128,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Mechanical Engineering Technology,4.0,Man,Asian,19-20
57,CMP 128,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Information Technology,,Woman,Hispanic,19-20
58,CMP 239,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Undecided,5.0,Woman,Hispanic,21-24
59,CMP 128,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Computer Science,,Woman,White,19-20
60,CMP 128,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Computer Science,,Man,Hispanic,25-34
61,CMP 128,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Information Technology,,Man,Asian,19-20
62,CMP 239,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Information Technology,,Man,Choose not to reply,19-20
63,CMP 128,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Mechanical Engineer Tech,3.0,Man,White,21-24
64,CMP 128,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Computer Science,,Man,Hispanic,18 and younger
65,CMP 128,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,CIS Game Development Option,,Man,White,19-20
66,CMP 128,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Mechanical Engineering Technology ,4.0,Man,Hispanic,18 and younger
67,CMP 128,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Computer Science,,Man,Native American,25-34
68,CMP 128,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Information Technology,,Man,White,21-24
69,CMP 128,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Don't recall,Liberal Arts,1.0,Woman,Multi-Racial,19-20
70,CMP 128,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Business,1.0,Woman,Hispanic,19-20
71,CMP 128,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Computer Science,,Woman,Hispanic,25-34
72,CMP 128,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Technical Studies,,Man,White,19-20
73,CMP 128,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Computer Science,,Woman,White,18 and younger
74,CMP 128,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Mechanical Engineering Technology,3.0,Man,White,18 and younger
75,CMP 128,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Computer Science,,Man,Multi-Racial,18 and younger
76,CMP 239,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Computer Science,,Man,Asian,21-24
77,CMP 128,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Associate Degree in Mathematics,3.0,Woman,White,65+
78,CMP 128,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Electrical Engineering Technology,3.0,I do not identify,Choose not to reply,25-34
79,CMP 128,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Non Degree seeking,3.0,Woman,White,21-24
80,CMP 128,Yes,Don't recall,Yes,Yes,No,No,No,No,Don't recall,Don't recall,Don't recall,Don't recall,No,Yes,Mechanical Engineering Technology,3.0,Man,White,25-34
81,CMP 128,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Information Technology,,Man,White,19-20
82,CMP 128,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Math-Education Specialization,3.0,Woman,Hispanic,21-24
83,CMP 128,Yes,Yes,No,Yes,Yes,Don't recall,Yes,Yes,Don't recall,No,Yes,No,No,Don't recall,Mechanical Engineer,3.0,Man,Hispanic,19-20
84,CMP 128,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,mechanical engineering tech,3.0,Man,White,19-20
85,CMP 128,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,CIS Game Development Option,,Man,White,18 and younger
86,CMP 128,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Technical Studies,,Man,Hispanic,19-20
87,CMP 128,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Information Technology,,Man,Hispanic,25-34
88,CMP 128,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Elec Engineering Tech,5.0,Man,White,25-34
89,CMP 239,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Computer Science,,Woman,African American,25-34
90,CMP 128,Yes,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,No,Yes,No,No,Don't recall,Associate's Degree,3.0,Woman,Asian,19-20
91,CMP 128,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Computer Science,,Man,White,18 and younger
92,CMP 128,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Electronics Engineering Technology,5.0,Man,Hispanic,35-64
93,CMP 128,Don't recall,Don't recall,No,Yes,Yes,No,Yes,Yes,No,Don't recall,No,No,No,No,Computer Science,,Woman,Asian,18 and younger
94,CMP 128,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Business Administration,3.0,Woman,Asian,18 and younger
95,CMP 128,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Electronics Engineering Technology,4.0,Man,Hispanic,19-20
96,CMP 128,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Mechanical Engineering Technology,3.0,Man,White,18 and younger
97,CMP 128,Don't recall,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Mathematics,3.0,Man,White,19-20
98,CMP 128,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Computer Science,,Man,Hispanic,18 and younger
99,CMP 128,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Don't recall,CIS Game Development Option,,Prefer not to say,White,18 and younger
100,CMP 128,Yes,Don't recall,Yes,Yes,Don't recall,No,Yes,Yes,No,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Undecided,3.0,Woman,Asian,19-20
101,CMP 128,Yes,No,No,Yes,Yes,No,Don't recall,Don't recall,No,No,No,No,No,No,Computer Science,,Man,White,18 and younger
102,CMP 128,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Don't recall,No,Mathematics Associate of Science,4.0,Woman,White,21-24
103,CMP 128,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Mechanical Engineering Technology,2.0,Man,White,21-24
104,CMP 128,Yes,Yes,Yes,Don't recall,Yes,Yes,Yes,Yes,Don't recall,No,Yes,Yes,Don't recall,No,Technical Studies,,Man,White,18 and younger
105,CMP 128,No,No,Yes,Yes,Yes,Don't recall,Yes,Yes,Don't recall,No,No,No,No,No,Information Technology,,Man,Native American,18 and younger
106,CMP 128,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,MET,3.0,Man,White,21-24
107,CMP 128,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,CIS Game Development Option,,Man,Hispanic,18 and younger
108,CMP 128,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Business Administration,1.0,Man,Asian,19-20
109,CMP 128,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Computer Science,,Man,Hispanic,18 and younger
110,CMP 131,Yes,Don't recall,Yes,Yes,Yes,Don't recall,Yes,Yes,No,No,Yes,No,No,No,Information Technology,,Man,White,19-20
111,CMP 131,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Information Security Certificate of Achievement,,Woman,White,35-64
112,CMP 131,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Information Technology,,Man,Hispanic,18 and younger
113,CMP 131,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Computer Science,,Woman,White,21-24
114,CMP 131,Yes,Don't recall,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Information Security Certificate of Achievement,,Man,White,19-20
115,CMP 131,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Information Technology,,Man,White,35-64
116,CMP 131,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Computer Science,,Man,Hispanic,18 and younger
117,CMP 131,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Information Technology,,Man,Asian,21-24
118,CMP 131,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Information Technology,,Man,Asian,25-34
119,CMP 239,Yes,Yes,Don't recall,Don't recall,Yes,Don't recall,No,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Information Technology,,Man,Asian,18 and younger
120,CMP 131,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Non Degree seeking,3.0,Man,Hispanic,19-20
121,CMP 131,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Don't recall,Information Technology,,Man,White,19-20
122,CMP 128,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Mathematics Option,4.0,Prefer not to say,Choose not to reply,21-24
123,CMP 128,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Computer Science,,Man,Hispanic,21-24
124,CMP 128,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Challenger Program,,Man,White,18 and younger
125,CMP 128,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Mechanical Engineering & Technology,4.0,Man,White,21-24
126,CMP 128,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,CIS Game Development Option,,Man,White,19-20
127,CMP 128,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,CIS Game Development Option,,Man,White,19-20
128,CMP 128,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Mechanical Engineering Technology,2.0,Man,White,19-20
129,CMP 128,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Computer Science,,Woman,Hispanic,18 and younger
130,CMP 128,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Computer Science,,Man,White,18 and younger
131,CMP 131,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,ShareTime CSIP Program,,Man,White,18 and younger
132,CMP 131,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,ShareTime CSIP Program,,Man,Hispanic,18 and younger
133,CMP 131,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Non Degree seeking,3.0,Woman,Asian,18 and younger
134,CMP 131,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,ShareTime CSIP Program,,Woman,Asian,18 and younger
135,CMP 131,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,ShareTime CSIP Program,,Man,Asian,18 and younger
136,CMP 131,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Don't recall,ShareTime CSIP Program,,Man,White,18 and younger
137,CMP 131,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,ShareTime CSIP Program,,Man,White,18 and younger
138,CMP 131,No,No,No,No,No,No,No,Don't recall,No,No,No,No,No,No,ShareTime CSIP Program,,Prefer not to say,Choose not to reply,18 and younger
139,CMP 131,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,ShareTime CSIP Program,,Woman,African American,18 and younger
140,CMP 131,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,ShareTime CSIP Program,,Man,White,18 and younger
141,CMP 131,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,ShareTime CSIP Program,,Woman,White,18 and younger
142,CMP 131,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,ShareTime CSIP Program,,Man,Asian,18 and younger
143,CMP 131,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,ShareTime CSIP Program,,Man,Multi-Racial,18 and younger
144,CMP 131,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,ShareTime CSIP Program,,Man,White,18 and younger
145,CMP 131,Don't recall,Don't recall,Don't recall,Yes,Yes,No,Yes,Yes,Don't recall,No,No,No,No,Don't recall,ShareTime CSIP Program,,Man,White,18 and younger
146,CMP 131,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,ShareTime CSIP Program,,Man,White,18 and younger
147,CMP 131,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,ShareTime CSIP Program,,Man,White,18 and younger
148,CMP 131,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,ShareTime CSIP Program,,Man,White,18 and younger
149,CMP 131,No,No,No,Don't recall,No,No,No,Don't recall,No,No,No,No,No,Don't recall,ShareTime CSIP Program,,Prefer not to say,Choose not to reply,18 and younger
150,CMP 131,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Don't recall,ShareTime CSIP Program,,Woman,Asian,18 and younger
151,CMP 131,No,No,No,Yes,Yes,No,Don't recall,Yes,No,No,No,No,No,Yes,ShareTime CSIP Program,,Man,Asian,18 and younger
152,CMP 128,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Computer Science,,Man,White,18 and younger
153,CMP 128,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Computer Science,,Man,White,18 and younger
154,CMP 128,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Computer Science,,Man,Choose not to reply,25-34
155,CMP 128,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Web Development Certificate of Achievement,,Man,White,19-20
156,CMP 128,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Information Technology,,Man,White,25-34
157,CMP 128,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Information Technology,,Man,Hispanic,19-20
158,CMP 128,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Technical Studies,,Man,White,21-24
159,CMP 128,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Computer Science,,Man,White,19-20
160,CMP 128,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,CIS Game Development Option,,Man,White,21-24
161,CMP 128,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Information Technology,,Man,White,21-24
